QID ,URLNO ,PNO ,REL,EXPL,,,,
26,320,256,1,talk about First observation ,,,,
26,321,257,0,does not talk about First observation ,,,,
26,321,258,0, does not talk about First observation ,,,,
26,322,259,0,talk about how does ebola travels ,,,,
26,322,260,0,talk about vaccines ,,,,
28,322,260,1,talk about latest treatment ,,,,
26,322,261,0,talk about vaccines ,,,,
28,325,262,0, does not talk about latest treatment ,,,,
28,325,263,0, does not talk about latest treatment ,,,,
28,326,264,1,talk about latest treatment ,,,,
28,327,265,1,talk about latest treatment ,,,,
28,328,266,1,talk about research ,,,,
28,328,267,1,talk about latest treatment ,,,,
28,328,268,0,does not talk about latest treatment ,,,,
28,329,269,0,does not talk about latest treatment ,,,,
28,329,270,0,does not talk about latest treatment ,,,,
27,338,271,1,Talks about latest treatment ,,,,
27,338,272,1,Describes latest development in treatment ,,,,
27,339,273,1,Addresses latest vaccine development ,,,,
27,339,274,1,Talks about latest vaccine development ,,,,
27,339,275,1,Mentions latest vaccine development ,,,,
27,342,277,0, Talks only about symptoms ,,,,
27,345,278,0,Does not talk about treatment ,,,,
27,345,279,0,No mention about treatment ,,,,
27,345,280,0,Does not address treatment ,,,,
27,345,280,0,Does not talk about treatment ,,,,
29,352,281,1,Mentions first outbreak of Ebola ,,,,
29,352,282,1,Mentions the first occurrence of Ebola ,,,,
29,352,283,0,Does not mention any dates ,,,,
36,352,284,1, talk about the initial cases of ebola ,,,,
36,352,285,0, talk about the symptoms and treatment of ebola ,,,,
29,353,286,1,Mentions when Ebola first occurred ,,,,
29,353,287,1,Addresses when first Ebola outbreak occurred ,,,,
29,353,288,0, Explains only about how Ebola spreads ,,,,
29,354,289,1,Mentions date when Ebola first occurred ,,,,
29,354,290,0,Does not address anything about first occurrence ,,,,
29,355,291,0,No mention about first occurrence ,,,,
29,355,292,0,Nothing about first occurrence ,,,,
30,362,293,1,Explains latest treatments for Ebola ,,,,
30,362,294,1,Talks about drugs being developed lately ,,,,
30,362,295,1,Explains latest developments in drugs for Ebola ,,,,
30,364,296,1,Addresses latest treatment methods ,,,,
30,364,297,1,Explains latest treatments ,,,,
30,366,298,0,Talks only about Ebola spread ,,,,
30,366,299,0,Explains only about Ebola transmission ,,,,
30,367,300,0,No mentions about treatments ,,,,
30,367,301,0,Does not mention any treatments ,,,,
30,367,302,0,does not address any treatment methods ,,,,
31,368,303,1,Mentions the year in which first Ebola case occurred ,,,,
31,368,304,0,Does not mention any First occurrence of Ebola ,,,,
31,368,305,0,Gives only overview not history of Ebola ,,,,
31,368,306,0,Explains only symptoms and incubation period ,,,,
31,371,307,1,Mentions the first case of Ebola ,,,,
31,371,308,1,Specifies the year in which Ebola occurred first ,,,,
31,371,309,0,Nothing about history,,,,
31,161,201,1,Mentions when Ebola occurred for the first time ,,,,
31,371,310,0,Does not mention when Ebola occurred ,,,,
31,372,311,1,Addresses first occurrence of Ebola ,,,,
36,401,312,0, talk about the difference between outbreak and current one ,,,,
36,401,313,0, talk about the difference between outbreak and current one ,,,,
36,402,314,1, talk about when the word ebola came ,,,,
36,402,315,1, talk about when the ebola first ,,,,
36,403,316,1, talk about when the ebola first ,,,,
36,403,317,0, does not talk about when the ebola first ,,,,
36,404,318,0, talk about the book patient zero ,,,,
36,404,319,1, talk about when the ebola first ,,,,
37,405,320,0,does not talks about treatment tried lately,,,,
37,405,321,1,talks about treatment tried lately,,,,
37,406,322,1,talks about treatment tried lately,,,,
37,406,323,1,talks about treatment tried lately,,,,
37,407,324,0,does not talks about treatment tried lately,,,,
37,407,325,0,does not talks about treatment tried lately,,,,
37,408,326,0,talks about treatment focuses,,,,
37,409,327,0,does not talks about treatment tried lately,,,,
37,409,328,1,talks about treatment tried lately,,,,
37,409,329,1,talks about treatment tried lately,,,,
38,410,330,1, talk about first occurrence of Ebola ,,,,
38,410,331,0, talk about EHF ,,,,
38,411,332,0, does not talk about first occurrence of Ebola ,,,,
38,411,333,0, does not talk about first occurrence of Ebola ,,,,
38,412,334,1, talk about first occurrence of Ebola ,,,,
38,412,335,0, talk about the viruses ,,,,
38,413,336,1, talk about first occurrence of Ebola ,,,,
38,413,337,1, talk about report of Ebola ,,,,
38,414,338,1, talk about first occurrence of Ebola ,,,,
38,414,339,0, talk about symptoms of Ebola ,,,,
39,415,340,1, talk about the treatment ,,,,
39,415,341,1, talk about the treatment ,,,,
39,415,342,1, talk about the treatment ,,,,
39,416,343,1, talk about the treatment ,,,,
39,416,344,1, talk about the treatment ,,,,
39,416,345,0, does not talk about the treatment ,,,,
39,418,346,0, does not talk about the treatment ,,,,
39,419,347,0, does not talk about the treatment ,,,,
39,419,348,0, does not talk about the treatment ,,,,
39,421,349,0, does not talk about the treatment ,,,,
32,423,350,1,Addresses the treatment ,,,,
32,423,351,1,Mentions one of the earlier treatment  ,,,,
32,424,352,0,Describes only Ebola outbreak start ,,,,
32,424,353,1,Mentions steps of general treatment ,,,,
32,424,354,1,Mentions earlier treatment ,,,,
32,430,355,0,Does not mention any treatment ,,,,
32,430,356,0,Does not mention any treatment ,,,,
32,430,357,0,Does not mention any treatment ,,,,
32,430,358,0,Does not mention any treatment ,,,,
32,430,359,1,mentions some treatment ,,,,
33,432,360,1,Addresses treatment measures ,,,,
33,432,361,0,Explains only about Ebola spread ,,,,
33,432,362,0,Explains only about symptoms ,,,,
33,435,363,1,Explains development of a drug ,,,,
33,435,364,1,Develops phase 3 of development drug ,,,,
33,436,365,1,Talks about experimental drugs ,,,,
33,436,366,0,No mention about treatment ,,,,
33,436,367,1,Explains treatment in West Africa ,,,,
33,436,368,0,No mention about treatments ,,,,
33,436,369,0,No mention about treatments ,,,,
34,440,370,1,Describes first Ebola case ,,,,
34,440,371,1,Mentions first Ebola case ,,,,
34,442,372,1,Mentions first Ebola break ,,,,
34,442,373,1,Gives information about first outbreak ,,,,
34,442,374,0,No information about first occurrence ,,,,
34,442,375,0,Does not tell when first ebola occurred ,,,,
34,444,376,1,Discusses first case of Ebola ,,,,
34,444,377,0,Discusses spread of Ebola in 2014 ,,,,
34,447,378,0,No mention about first occurrence ,,,,
34,447,379,0,No mention about first occurrence ,,,,
35,448,380,1,Describes development of latest drugs ,,,,
35,448,381,1,Describes latest drug development ,,,,
35,448,382,1,Mentions latest method for treatment ,,,,
35,449,383,1,Addresses latest development in research for treatment ,,,,
35,449,383,1,Mentions latest developments in treatment ,,,,
35,453,385,0,Does not mention anything about treatment ,,,,
35,453,386,0,Does not mention anything about treatment ,,,,
35,453,387,0,Does not mention anything about treatment ,,,,
35,453,388,0,Does not mention anything about treatment ,,,,
35,453,389,0,Does not mention anything about treatment ,,,,
40,457,390,0,Does not mention anything about first occurrence ,,,,
40,459,391,1,Mentions when Ebola occurred ,,,,
40,459,392,0,Mentions Ebola occurrence in 2014 ,,,,
40,461,393,1,Mentions about first occurrence of Ebola ,,,,
40,461,394,1, Does not mention about first occurrence ,,,,
40,463,395,1,Mentions first occurrence of Ebola ,,,,
40,463,396,0,Does not mention first occurrence ,,,,
40,464,397,1,Mentions about first occurrence of Ebola ,,,,
40,464,398,0,Mentions about Ebola occurrence in 1979 ,,,,
40,464,399,0,Mentions about Ebola occurrence in 1994,,,,
217,237,2165,1,Explain initial symptoms of Ebola,,,,
217,110,2164,1,Explain initial symptoms of Ebola,,,,
217,534,2167,1,Explain initial symptoms of Ebola,,,,
217,536,2161,1,Explain initial symptoms of Ebola,,,,
217,536,2162,1,Explain initial symptoms of Ebola,,,,
217,536,2163,0,Does not explain initial symptoms of Ebola,,,,
217,536,2166,0,Does not explain initial symptoms of Ebola,,,,
217,537,2168,0,Does not explain initial symptoms of Ebola,,,,
217,537,2169,0,Does not explain initial symptoms of Ebola,,,,
217,537,2170,0,Does not explain initial symptoms of Ebola,,,,
218,538,2171,1,Explain initial symptoms of Malaria,,,,
218,538,2172,1,Explain initial symptoms of Malaria,,,,
218,538,2173,1,Explain initial symptoms of Malaria,,,,
218,539,2174,1,Explain initial symptoms of Malaria,,,,
218,539,2176,1,Explain initial symptoms of Malaria,,,,
218,540,2175,0,Does not explain initial symptoms of Malaria,,,,
218,540,2177,0,Does not explain initial symptoms of Malaria,,,,
218,540,2178,0,Does not explain initial symptoms of Malaria,,,,
218,540,2179,0,Does not explain initial symptoms of Malaria,,,,
218,540,2180,0,Does not explain initial symptoms of Malaria,,,,
219,541,2181,1,Explain initial symptoms of Typhus,,,,
219,541,2182,1,Explain initial symptoms of Typhus,,,,
219,541,2183,0,Explain initial symptoms of Typhus,,,,
219,541,2186,1,Explain types of Typhus,,,,
219,542,2184,1,Explain the term symptoms,,,,
219,542,2185,1,Explain the symptoms,,,,
219,543,2187,0,Explain the causes of Typhus,,,,
219,543,2188,0,Explain Murine Typhus,,,,
219,543,2189,0,Explain Endemic Typhus,,,,
219,543,2190,0,Explain Endemic Typhus,,,,
220,544,2191,1,Explain initial symptoms of Cholera,,,,
220,544,2192,1,Explain initial symptoms of Cholera,,,,
220,545,2193,1,Explain initial symptoms of Cholera,,,,
220,546,2194,1,Explain initial symptoms of Cholera,,,,
220,546,2195,1,Talks about other symptoms of Cholera,,,,
220,546,2196,0,Talks about causes of Cholera,,,,
220,546,2197,0,Explain about causes of Cholera,,,,
220,547,2198,0,Explain when to seek medical attention,,,,
220,548,2199,0,Explain causes of Cholera,,,,
220,548,2200,0,talks about the occurrence of Cholera,,,,
221,549,2200,1, Explain first symptoms of Ebola,,,,
221,549,2202,1, Explain first symptoms of Ebola,,,,
221,550,2203,1, Explain first symptoms of Ebola,,,,
221,550,2204,1, Talks about early symptoms of Ebola,,,,
221,550,2205,1, Talks about as Ebola virus progresses,,,,
221,550,2206,0, Talks about the treatment of Ebola ,,,,
221,551,2207,0, Does not explain first symptoms of Ebola,,,,
221,552,2208,0, Does not explain first symptoms of Ebola,,,,
221,552,2209,0, Talks about treatment of Ebola,,,,
221,552,2210,0, Talks about guidelines of CDC,,,,
222,553,2211,1, Explain about the first symptoms of Malaria,,,,
222,554,2212,1, Explain about the first symptoms of Malaria,,,,
222,554,2213,1, Explain about the characteristic of Malaria,,,,
222,554,2214,1, Explain about features seen after the infection,,,,
222,554,2215,1, Explain about different species of malaria,,,,
222,555,2216,0, Does not explain Explain of malaria,,,,
222,555,2217,0, Explain about causes of malaria,,,,
222,555,2218,0, Explain about Mosquitoes alone spread malaria,,,,
222,555,2219,0, Does not talk about first symptoms of Malaria,,,,
222,555,2220,0, Does not talk about first symptoms of Malaria,,,,
223,556,2221,1, Explain about the first symptoms of Typhus,,,,
223,557,2222,1, Explain about the first symptoms of Typhus,,,,
223,557,2223,1, Explain about the first symptoms and treatment of Typhus,,,,
223,557,2224,1, Explain about the Typhus Diagnosis,,,,
223,558,2225,1, Explain about the first symptoms of Typhus,,,,
223,558,2226,1, Explain about the diagnosis of Typhus,,,,
223,558,2227,0, Explain about specific test Typhus,,,,
223,559,2228,0, Explain about treatment of Typhus,,,,
223,559,2229,0, Explain about treatment of Typhus,,,,
223,559,2230,0, Explain about prevention of Typhus,,,,
223,560,2231,0, Explain about symptoms of Typhus,,,,
223,560,2232,0, Explain about amoebas,,,,
224,561,2233,1, Explain initial symptoms of Cholera,,,,
224,562,2234,1, Explain initial symptoms of Cholera,,,,
224,562,2235,1, Explain initial symptoms of Cholera,,,,
224,563,2236,1, Explain initial symptoms of Cholera,,,,
224,564,2237,0, Talks about the infectious agent of Cholera,,,,
224,565,2238,0, Talks about the treatment of Cholera,,,,
224,565,2239,0, Talks about the treatment of Cholera,,,,
224,565,2240,0, Talks about the causes of Cholera,,,,
249,567,2481,1, Talks about Ebola screening protocols,,,,
249,567,2482,1, Talks about Hickox being monitored,,,,
249,568,2483,1, Talks about recommended 21-day quarantine period for Ebola,,,,
249,568,2484,1, Talks about probability of excedence for Ebola,,,,
249,569,2485,1, Talks about within 21 days of Ebola screening,,,,
249,570,2486,0, Talks about Ebola virus disease,,,,
249,570,2487,0, Talks about Ebola outbreak,,,,
249,570,2488,0, Talks about Ebola virus transmission,,,,
249,570,2489,0, Talks about symptoms of Ebola ,,,,
249,570,2490,0, Talks about risk of Ebola exposure,,,,
250,573,2491,1, Talks about Hepatitis B Incubation Period,,,,
250,573,2492,1, Talks about Hepatitis B Incubation Period,,,,
250,573,2493,1, Talks about Hepatitis B Incubation Period,,,,
250,575,2494,1, Talks about Hepatitis B Incubation Period,,,,
250,576,2495,1, Talks about types of Hepatitis B virus,,,,
250,577,2496,0, Talks about causes of Hepatitis B,,,,
250,577,2497,0, Talks about symptoms of Hepatitis B,,,,
250,577,2498,0, Talks about vaccines of HBV,,,,
250,580,2499,0, Explain Hepatitis B at a glance,,,,
250,580,2500,0, protection from Hepatitis B,,,,
251,17,2505,1,Explain the Incubation Period,,,,
251,598,2501,1,Explain the Incubation Period,,,,
251,592,2502,1,Explains about incubation period,,,,
251,598,2503,1,Mentions Incubation Period,,,,
251,592,2504,1,Mentions incubation period,,,,
251,604,2506,0,Does not address incubation period,,,,
251,604,2507,0,Does not address incubation period,,,,
251,604,2508,0,Does not address incubation period,,,,
251,604,2509,0,Does not address incubatio1n period,,,,
251,604,2510,0,Does not address incubation period,,,,
